UA;SU;SUBP;COD_ARV;FUSTE;DAP;SA;QF;PS;AFF;HT;HF;PL;HAB;MB
ES_10;1;1;1;1;10,3;1;1;4;0;9,5;5,0;0;NA;0
ES_10;1;1;2;1;10,7;1;2;4;0;9,3;4,7;0;NA;0
ES_10;1;1;3;1;10,4;1;2;4;0;9,3;4,5;0;NA;0
ES_10;1;1;4;1;10,3;1;1;4;0;9,5;4,0;0;NA;0
ES_10;1;1;5;1;10,4;1;1;4;0;9,6;4,5;0;NA;0
ES_10;1;1;6;1;10,7;1;1;4;0;9,3;4,0;0;NA;0
ES_10;1;1;7;1;10,3;1;2;4;0;9,2;4,5;0;NA;0
ES_10;1;2;8;1;11,5;1;2;4;0;9,5;4,4;0;NA;0
ES_10;1;2;9;1;10,9;2;2;4;0;9,4;4,3;0;NA;0
ES_10;1;2;10;1;10,1;1;1;4;0;9,3;4,2;0;NA;0
ES_10;1;2;11;1;10,9;1;2;4;0;9,2;4,0;0;NA;0
ES_10;1;2;12;1;10,8;1;2;4;0;9,0;4,0;0;NA;0
ES_10;1;3;13;1;10,6;1;1;4;0;9,5;4,5;0;NA;0
ES_10;1;3;14;1;10,3;1;1;4;0;9,4;4,5;0;NA;0
ES_10;1;3;15;1;10,1;1;1;4;0;9,3;4,8;0;NA;0
ES_10;1;3;16;1;10,2;1;1;4;0;9,1;5,0;0;NA;0
ES_10;1;4;17;1;10,6;1;1;4;0;9,5;4,7;0;NA;0
ES_10;1;4;18;1;10,2;1;1;4;0;9,4;5,0;0;NA;0
ES_10;1;4;19;1;11,1;1;1;4;0;9,2;5,0;0;NA;0
ES_10;1;4;20;1;10,2;1;1;4;0;9,6;4,9;0;NA;0
ES_10;1;4;21;1;10,8;1;1;4;0;9,5;4,7;0;NA;0
ES_10;1;4;22;1;10,7;1;1;4;0;9,5;4,8;0;NA;0
ES_10;1;4;23;1;11,2;1;1;4;0;9,4;4,7;0;NA;0
ES_10;1;4;24;1;10,5;1;1;4;0;9,3;4,8;0;NA;0
ES_10;1;4;25;1;11,4;1;1;4;0;9,5;4,9;0;NA;0
ES_10;1;5;26;1;11,2;1;1;4;0;9,4;4,7;0;NA;0
ES_10;1;5;27;1;10,5;1;2;4;0;9,3;4,5;0;NA;0
ES_10;1;5;28;1;10,2;1;2;4;0;9,5;5,0;0;NA;0
ES_10;1;5;29;1;10,5;1;1;4;0;9,4;4,7;0;NA;0
ES_10;1;6;30;1;10,6;1;1;4;0;9,5;5,0;0;NA;0
ES_10;1;6;31;1;10,3;1;1;4;0;9,4;4,8;0;NA;0
ES_10;1;6;32;1;10,9;1;1;4;0;9,2;4,5;0;NA;0
ES_10;1;6;33;1;10,6;1;2;4;0;9,3;4,5;0;NA;0
ES_10;1;6;34;1;10,8;1;1;4;0;9,2;5,0;0;NA;0
ES_10;1;6;35;1;10,2;1;1;4;0;9,5;4,7;0;NA;0
ES_10;1;6;36;1;11,0;1;2;4;0;9,5;4,8;0;NA;0
ES_10;1;7;37;1;10,1;1;1;4;0;9,6;4,7;0;NA;0
ES_10;1;7;38;1;10,4;1;1;4;0;9,4;4,5;0;NA;0
ES_10;1;7;39;1;10,0;1;2;4;0;9,3;4,4;0;NA;0
ES_10;1;7;40;1;11,1;1;1;4;0;9,4;4,6;0;NA;0
ES_10;1;7;41;1;10,4;1;1;4;0;9,5;4,7;0;NA;0
ES_10;1;8;42;1;10,4;1;2;4;0;9,4;4,8;0;NA;0
ES_10;1;8;43;1;10,8;1;1;4;0;9,6;4,9;0;NA;0
ES_10;1;8;44;1;10,8;1;1;4;0;9,5;5,0;0;NA;0
ES_10;1;8;45;1;10,7;1;1;4;0;9,5;5,0;0;NA;0
ES_10;1;8;46;1;10,3;1;1;4;0;9,4;4,6;0;NA;0
ES_10;1;8;47;1;10,2;1;1;4;0;9,3;4,6;0;NA;0
ES_10;1;8;48;1;10,5;1;1;4;0;9,5;4,8;0;NA;0
ES_10;1;8;49;1;10,5;1;1;4;0;9,5;4,5;0;NA;0
ES_10;1;8;50;1;11,1;1;1;4;0;9,5;4,7;0;NA;0
ES_10;1;8;51;1;10,2;1;1;4;0;9,4;4,6;0;NA;0
ES_10;1;8;52;1;10,8;1;1;4;0;9,5;5,0;0;NA;0
ES_10;1;9;53;1;10,3;1;1;4;0;9,6;5,1;0;NA;0
ES_10;1;9;54;1;10,5;1;1;4;0;9,3;4,7;0;NA;0
ES_10;1;9;55;1;10,2;1;1;4;0;9,4;4,6;0;NA;0
ES_10;1;9;56;1;10,2;1;1;4;0;9,5;5,0;0;NA;0
ES_10;1;9;57;1;10,4;1;1;4;0;9,6;5,0;0;NA;0
ES_10;1;9;58;1;10,4;1;1;4;0;9,4;4,7;0;NA;0
ES_10;1;9;59;1;10,6;1;1;4;0;9,3;4,5;0;NA;0
ES_10;1;9;60;1;10,6;1;1;4;0;9,5;5,0;0;NA;0
ES_10;1;10;61;1;10,3;1;1;4;0;9,6;4,7;0;NA;0
ES_10;1;10;62;1;10,6;1;1;4;0;9,5;4,8;0;NA;0
ES_10;1;10;63;1;10,5;1;1;4;0;9,6;5,0;0;NA;0
ES_10;1;10;64;1;10,3;1;1;4;0;9,5;5,0;0;NA;0
ES_10;1;10;65;1;10,5;1;1;4;0;9,4;5,2;0;NA;0
ES_10;2;6;1;1;10,0;1;2;4;0;8,5;5,0;0;NA;0
ES_10;2;8;2;1;10,4;1;2;4;0;8,5;5,0;0;NA;0
ES_10;2;9;3;1;10,0;1;1;4;0;8,4;5,0;0;NA;0
ES_10;2;9;4;1;10,1;1;1;4;0;8,6;5,0;0;NA;0
ES_10;2;10;5;1;10,1;1;2;4;0;8,5;4,5;0;NA;0
ES_10;2;10;6;1;10,5;1;3;4;0;8,0;4,6;0;NA;0
ES_10;3;1;1;1;10,1;1;1;4;0;9,1;5,3;0;NA;0
ES_10;3;1;2;1;10,1;1;1;4;0;9,2;5,2;0;NA;0
ES_10;3;1;3;1;10,1;1;1;4;0;9,3;5,0;0;NA;0
ES_10;3;1;4;1;10,6;1;1;4;0;9,0;4,7;0;NA;0
ES_10;3;1;5;1;10,6;1;1;4;0;9,2;4,8;0;NA;0
ES_10;3;2;6;1;10,5;1;1;4;0;9,0;4,6;0;NA;0
ES_10;3;2;7;1;10,7;1;1;4;0;9,2;5,0;0;NA;0
ES_10;3;2;8;1;11,9;1;1;4;0;9,1;5,0;0;NA;0
ES_10;3;2;9;1;10,9;1;1;4;0;9,3;4,7;0;NA;0
ES_10;3;3;10;1;10,4;1;1;4;0;9,2;4,9;0;NA;0
ES_10;3;3;11;1;10,1;1;1;4;0;9,4;5,0;0;NA;0
ES_10;3;3;12;1;10,0;1;1;4;0;9,5;5,0;0;NA;0
ES_10;3;3;13;1;10,6;1;1;4;0;9,4;5,1;0;NA;0
ES_10;3;3;14;1;10,8;1;1;4;0;9,2;5,3;0;NA;0
ES_10;3;4;15;1;10,5;1;1;4;0;9,5;5,2;0;NA;0
ES_10;3;4;16;1;10,6;1;1;4;0;9,5;5,3;0;NA;0
ES_10;3;4;17;1;10,4;1;1;4;0;9,1;5,0;0;NA;0
ES_10;3;4;18;1;10,2;1;1;4;0;9,0;4,7;0;NA;0
ES_10;3;5;19;1;10,2;1;1;4;0;9,2;4,8;0;NA;0
ES_10;3;5;20;1;10,7;1;1;4;0;9,1;5,3;0;NA;0
ES_10;3;5;21;1;10,3;1;1;4;0;9,0;5,0;0;NA;0
ES_10;3;6;22;1;10,0;1;1;4;0;9,5;5,0;0;NA;0
ES_10;3;6;23;1;10,2;1;1;4;0;9,1;4,8;0;NA;0
ES_10;3;6;24;1;10,7;1;1;4;0;9,0;4,9;0;NA;0
ES_10;3;6;25;1;10,3;1;1;4;0;9,0;4,9;0;NA;0
ES_10;3;6;26;1;10,0;1;1;4;0;9,0;4,7;0;NA;0
ES_10;3;6;27;1;10,8;1;1;4;0;8,7;4,0;0;NA;0
ES_10;3;6;28;1;10,6;1;1;4;0;9,1;5,0;0;NA;0
ES_10;3;6;29;1;10,1;1;1;4;0;9,2;5,2;0;NA;0
ES_10;3;7;30;1;10,9;1;1;4;0;9,0;5,1;0;NA;0
ES_10;3;8;31;1;10,2;1;1;4;0;9,0;5,3;0;NA;0
ES_10;3;8;32;1;10,5;1;1;4;0;9,4;5,0;0;NA;0
ES_10;3;9;33;1;10,4;1;1;4;0;9,5;5,1;0;NA;0
ES_10;3;9;34;1;10,5;1;1;4;0;9,4;5,3;0;NA;0
ES_10;3;9;35;1;10,6;1;1;4;0;9,0;5,0;0;NA;0
ES_10;3;10;36;1;10,0;1;1;4;0;9,1;5,0;0;NA;0
ES_10;3;10;37;1;10,4;1;1;4;0;9,0;4,7;0;NA;0
ES_10;3;10;38;1;10,2;1;1;4;0;9,1;5,0;0;NA;0
ES_10;3;10;39;1;10,2;1;1;4;0;9,0;5,3;0;NA;0
ES_10;4;1;1;1;10,7;1;1;4;0;10,4;6,0;0;NA;0
ES_10;4;1;2;1;11,0;1;1;4;0;10,3;6,1;0;NA;0
ES_10;4;1;3;1;10,2;1;1;4;0;10,5;6,5;0;NA;0
ES_10;4;1;4;1;10,1;1;1;4;0;10,3;6,0;0;NA;0
ES_10;4;1;5;1;10,9;1;1;4;0;10,2;6,1;0;NA;0
ES_10;4;1;6;1;10,8;1;1;4;0;10,4;5,9;0;NA;0
ES_10;4;1;7;1;10,4;1;1;4;0;10,5;5,7;0;NA;0
ES_10;4;1;8;1;10,3;3;4;4;0;3,0;3,0;0;NA;0
ES_10;4;2;9;1;11,1;1;1;4;0;10,5;5,0;0;NA;0
ES_10;4;2;10;1;10,1;1;1;4;0;10,4;4,9;0;NA;0
ES_10;4;2;11;1;11,1;1;1;4;0;10,3;5,1;0;NA;0
ES_10;4;2;12;1;10,6;1;1;4;0;10,3;5,0;0;NA;0
ES_10;4;2;13;1;10,9;1;1;4;0;10,0;5,2;0;NA;0
ES_10;4;3;14;1;10,7;1;1;4;0;9,9;5,8;0;NA;0
ES_10;4;3;15;1;10,5;1;1;4;0;10,0;6,0;0;NA;0
ES_10;4;3;16;1;10,4;1;1;4;0;10,1;6,1;0;NA;0
ES_10;4;3;17;1;10,6;1;1;4;0;10,2;6,0;0;NA;0
ES_10;4;3;18;1;10,2;1;1;4;0;10,3;5,9;0;NA;0
ES_10;4;3;19;1;10,7;1;1;4;0;10,0;6,0;0;NA;0
ES_10;4;3;20;1;10,3;1;1;4;0;10,3;6,2;0;NA;0
ES_10;4;4;21;1;10,3;1;1;4;0;10,1;6,3;0;NA;0
ES_10;4;4;22;1;10,3;1;1;4;0;10,3;6,1;0;NA;0
ES_10;4;4;23;1;10,9;1;2;4;0;10,0;6,0;0;NA;0
ES_10;4;4;24;1;10,5;1;1;4;0;10,0;6,2;0;NA;0
ES_10;4;4;25;1;11,0;1;1;4;0;9,8;5,8;0;NA;0
ES_10;4;5;26;1;10,9;1;1;4;0;9,7;5,9;0;NA;0
ES_10;4;5;27;1;11,0;1;2;4;0;10,1;6,0;0;NA;0
ES_10;4;5;28;1;10,9;1;1;4;0;10,2;6,1;0;NA;0
ES_10;4;5;29;1;10,2;1;1;4;0;10,0;6,0;0;NA;0
ES_10;4;5;30;1;10,6;1;1;4;0;10,1;6,1;0;NA;0
ES_10;4;5;31;1;10,8;1;1;4;0;10,2;6,3;0;NA;0
ES_10;4;6;32;1;10,6;1;1;4;0;10,0;6,1;0;NA;0
ES_10;4;6;33;1;10,3;1;1;4;0;10,3;6,0;0;NA;0
ES_10;4;6;34;1;10,3;1;2;4;0;10,0;5,9;0;NA;0
ES_10;4;6;35;1;10,7;1;1;4;0;9,8;6,0;0;NA;0
ES_10;4;7;36;1;10,6;1;1;4;0;9,7;6,1;0;NA;0
ES_10;4;7;37;1;10,7;1;1;4;0;9,8;6,2;0;NA;0
ES_10;4;7;38;1;10,5;1;2;4;0;10,0;6,0;0;NA;0
ES_10;4;7;39;1;10,2;1;1;4;0;10,2;5,9;0;NA;0
ES_10;4;7;40;1;10,1;1;1;4;0;10,1;6,0;0;NA;0
ES_10;4;7;41;1;10,8;1;1;4;0;10,0;6,1;0;NA;0
ES_10;4;8;42;1;10,8;1;1;4;0;10,1;6,2;0;NA;0
ES_10;4;8;43;1;12,1;1;1;4;0;10,0;6,3;0;NA;0
ES_10;4;8;44;1;10,7;1;1;4;0;9,9;6,4;0;NA;0
ES_10;4;8;45;1;10,8;1;1;4;0;10,2;6,5;0;NA;0
ES_10;4;8;46;1;10,2;1;1;4;0;10,3;6,0;0;NA;0
ES_10;4;8;47;1;10,0;1;1;4;0;10,0;5,7;0;NA;0
ES_10;4;8;48;1;10,0;1;1;4;0;9,9;5,9;0;NA;0
ES_10;4;8;49;1;10,6;1;2;4;0;10,3;6,0;0;NA;0
ES_10;4;9;50;1;10,5;1;2;4;0;10,1;6,0;0;NA;0
ES_10;4;9;51;1;11,5;1;2;4;0;10,0;5,7;0;NA;0
ES_10;4;9;52;1;10,1;1;2;4;0;10,1;6,1;0;NA;0
ES_10;4;9;53;1;10,4;1;1;4;0;10,0;6,1;0;NA;0
ES_10;4;9;54;1;10,5;1;1;4;0;10,1;6,0;0;NA;0
ES_10;4;9;55;1;10,6;1;1;4;0;10,2;5,9;0;NA;0
ES_10;4;9;56;1;10,6;1;1;4;0;10,3;6,2;0;NA;0
ES_10;4;9;57;1;10,8;1;1;4;0;10,4;6,0;0;NA;0
ES_10;4;10;58;1;10,5;1;1;4;0;10,1;5,8;0;NA;0
ES_10;4;10;59;1;10,1;1;1;4;0;10,4;6,6;0;NA;0
ES_10;4;10;60;1;12,7;1;1;4;0;10,9;6,9;0;NA;0
ES_10;4;10;61;1;10,7;1;1;4;0;10,1;5,8;0;NA;0
ES_10;4;10;62;1;10,5;1;1;4;0;10,0;6,2;0;NA;0
ES_10;4;10;63;1;11,2;1;1;4;0;10,5;5,7;0;NA;0
ES_10;4;10;64;1;10,8;1;1;4;0;10,1;6,3;0;NA;0
ES_100;3;8;1;1;17,2;2;3;1;1;11,7;4,5;0;NA;1
ES_100;3;8;1;2;18,9;2;3;1;1;11,7;5,5;0;NA;1
ES_100;3;8;1;3;18,1;2;3;1;1;11,7;4,7;0;NA;1
ES_100;3;8;1;4;27,0;2;3;1;1;11,7;6,0;0;NA;1
ES_100;3;8;1;5;28,1;2;3;1;1;11,7;6,5;0;NA;1
ES_100;3;8;1;6;17,0;3;4;1;1;4,5;3,0;0;NA;1
ES_101;1;1;1;1;10,2;1;1;3;0;9,7;8,2;1;NA;0
ES_101;1;1;2;1;10,8;2;2;2;0;12,3;9,5;1;NA;1
ES_101;1;1;3;1;12,8;1;2;2;0;12,5;10,0;1;NA;1
ES_101;1;1;4;1;11,9;2;2;2;0;12,0;10,0;1;NA;0
ES_101;1;1;5;1;12,0;3;4;3;0;8,0;8,0;0;NA;0
ES_101;1;1;5;2;10,9;2;3;2;0;13,0;10,5;0;NA;0
ES_101;1;1;6;1;10,6;2;2;2;0;11,0;2,0;1;NA;1
ES_101;1;1;6;2;10,4;2;2;2;0;11,5;2,0;1;NA;1
ES_101;1;1;7;1;10,0;1;1;3;0;8,5;7,0;1;NA;0
ES_101;1;1;8;1;12,6;1;1;2;0;11,0;10,0;1;NA;0
ES_101;1;1;9;1;10,2;2;2;2;0;12,0;10,0;1;NA;1
ES_101;1;1;9;2;10,0;2;2;2;0;11,0;10,0;1;NA;1
ES_101;1;1;10;1;11,0;1;2;2;0;12,0;10,5;1;NA;0
ES_101;1;1;11;1;14,4;1;2;2;0;11,0;3,5;1;NA;0
ES_101;1;1;12;1;10,2;1;2;2;0;11,0;8,0;1;NA;0
ES_101;1;2;13;1;13,9;1;1;2;0;13,0;10,5;1;NA;0
ES_101;1;2;14;1;16,6;1;2;2;0;13,5;9,0;0;NA;0
ES_101;1;2;15;1;14,8;1;2;3;0;9,5;7,0;1;NA;0
ES_101;1;2;16;1;14,4;3;4;3;0;7,0;6,5;1;NA;0
ES_101;1;2;17;1;15,5;1;2;2;0;13,5;10,0;1;NA;0
ES_101;1;2;18;1;12,5;2;3;3;0;9,5;7,0;1;NA;0
ES_101;1;2;19;1;13,7;1;2;2;0;12,0;8,5;0;NA;1
ES_101;1;2;19;2;14,0;1;2;2;0;13,0;9,0;0;NA;1
ES_101;1;2;19;3;16,5;1;2;2;0;12,0;9,0;0;NA;1
ES_101;1;3;20;1;12,4;1;2;2;0;11,0;6,5;1;NA;1
ES_101;1;3;20;2;12,9;1;2;2;0;11,0;7,0;1;NA;1
ES_101;1;3;21;1;13,2;1;2;2;0;10,5;5,0;1;NA;0
ES_101;1;3;22;1;10,5;1;2;2;0;10,5;6,0;0;NA;0
ES_101;1;3;23;1;11,0;1;2;2;0;11,0;7,0;0;NA;0
ES_101;1;3;24;1;15,2;1;2;2;0;13,5;8,0;0;NA;1
ES_101;1;3;25;1;26,2;1;3;1;0;19,5;11,0;0;NA;0
ES_101;1;3;26;1;11,0;1;2;2;0;13,5;8,5;0;NA;0
ES_101;1;3;27;1;11,2;1;2;2;0;12,0;6,0;0;NA;0
ES_101;1;3;28;1;11,8;1;2;2;0;13,5;9,0;1;NA;0
ES_101;1;3;29;1;16,0;1;3;1;0;14,5;6,5;1;NA;0
ES_101;1;3;30;1;13,6;1;2;2;0;11,0;5,0;1;NA;0
ES_101;1;3;68;1;11,0;1;2;2;0;11,0;9,5;1;NA;0
ES_101;1;4;31;1;11,8;2;2;2;0;12,0;5,0;1;NA;0
ES_101;1;4;31;2;10,2;2;2;2;0;11,0;5,0;1;NA;0
ES_101;1;4;31;3;13,8;2;2;2;0;11,0;5,0;1;NA;0
ES_101;1;4;31;4;12,3;2;2;2;0;10,5;5,0;1;NA;0
ES_101;1;4;32;1;12,3;1;2;2;0;12,5;8,5;0;NA;0
ES_101;1;4;33;1;14,4;1;2;2;0;12,5;4,0;1;NA;0
ES_101;1;4;34;1;11,3;1;2;2;0;13,0;9,5;1;NA;0
ES_101;1;4;35;1;16,2;1;2;1;0;14,0;10,0;1;NA;0
ES_101;1;4;36;1;11,0;1;2;2;0;11,0;6,0;1;NA;1
ES_101;1;4;37;1;10,5;2;3;2;0;10,5;2,5;1;NA;0
ES_101;1;4;38;1;11,0;2;3;2;0;10,0;3,5;1;NA;0
ES_101;1;4;39;1;13,7;1;3;3;0;11,0;7,0;1;NA;0
ES_101;1;4;40;1;11,1;2;2;3;0;3,0;2,0;1;NA;0
ES_101;1;5;41;1;15,6;1;1;1;0;15,5;12,0;0;NA;0
ES_101;1;5;42;1;12,4;1;1;2;0;12,0;10,0;0;NA;0
ES_101;1;5;43;1;13,1;1;2;2;0;13,0;9,5;1;NA;0
ES_101;1;5;44;1;13,0;1;2;2;0;12,0;8,5;0;NA;0
ES_101;1;5;45;1;11,9;1;2;3;0;8,0;6,0;1;NA;1
ES_101;1;5;46;1;13,1;1;2;2;0;13,0;8,5;1;NA;0
ES_101;1;5;47;1;10,0;1;2;3;0;9,5;3,5;1;NA;1
ES_101;1;5;48;1;23,6;2;2;1;0;14,0;5,0;1;NA;0
ES_101;1;5;49;1;16,1;2;2;1;0;14,5;6,0;1;NA;0
ES_101;1;5;50;1;10,8;1;2;3;0;7,5;6,5;1;NA;1
ES_101;1;5;51;1;14,8;1;2;2;0;11,5;6,0;0;NA;1
ES_101;1;5;52;1;11,3;1;2;1;0;14,5;11,0;1;NA;0
ES_101;1;5;53;1;23,5;1;2;1;0;16,5;10,0;0;NA;1
ES_101;1;5;54;1;16,8;1;3;2;0;11,0;4,5;1;NA;0
ES_101;1;5;54;2;12,1;1;2;2;0;13,0;8,0;1;NA;0
ES_101;1;5;55;1;10,2;1;2;2;0;13,0;6,0;1;NA;0
ES_101;1;6;56;1;10,7;2;3;3;0;6,5;3,0;1;NA;1
ES_101;1;6;56;2;10,9;3;4;3;0;3,5;2,0;1;NA;1
ES_101;1;6;57;1;11,5;1;2;3;0;8,5;7,0;1;NA;0
ES_101;1;6;58;1;17,7;3;4;2;0;10,5;5,0;1;NA;0
ES_101;1;6;59;1;21,4;1;1;1;0;18,0;13,0;1;NA;0
ES_101;1;6;60;1;13,9;1;2;1;0;15,0;12,0;1;NA;0
ES_101;1;6;61;1;11,3;1;2;2;0;11,0;7,0;0;NA;0
ES_101;1;6;61;2;10,8;1;2;2;0;11,5;6,0;0;NA;0
ES_101;1;9;62;1;37,0;1;1;1;0;23,8;20,0;0;NA;1
ES_101;1;9;63;1;48,7;1;1;1;0;23,5;20,0;0;NA;0
ES_101;1;9;64;1;38,8;1;1;1;0;22,5;19,0;1;NA;0
ES_101;1;10;65;1;28,2;1;1;1;0;22,0;18,0;1;NA;0
ES_101;1;10;66;1;41,8;1;1;1;0;24,0;20,0;0;NA;0
ES_101;1;10;67;1;32,4;1;1;1;0;24,0;20,5;0;NA;0
ES_101;2;1;1;1;22,6;1;1;1;0;22,4;19,3;0;NA;0
ES_101;2;1;2;1;20,9;1;1;1;0;21,0;17,0;0;NA;0
ES_101;2;1;3;1;18,3;1;1;1;0;22,0;17,0;0;NA;0
ES_101;2;1;4;1;16,2;1;1;1;0;20,5;18,5;0;NA;0
ES_101;2;1;5;1;20,8;1;1;1;0;21,5;19,0;0;NA;0
ES_101;2;1;6;1;18,0;1;1;1;0;22,0;14,0;0;NA;0
ES_101;2;1;7;1;20,4;1;1;1;0;23,0;18,5;0;NA;0
ES_101;2;1;8;1;19,0;1;1;1;0;22,5;18,0;0;NA;0
ES_101;2;1;9;1;19,4;1;1;1;0;21,0;17,0;0;NA;0
ES_101;2;2;10;1;20,0;1;1;1;0;22,0;18,0;0;NA;0
ES_101;2;2;11;1;16,9;1;1;1;0;21,5;19,0;0;NA;0
ES_101;2;2;12;1;17,2;1;1;1;0;21,0;18,5;0;NA;0
ES_101;2;2;13;1;20,0;1;1;1;0;22,0;17,5;1;NA;0
ES_101;2;2;14;1;20,2;1;1;1;0;23,0;19,0;0;NA;0
ES_101;2;2;15;1;16,5;1;1;1;0;22,5;18,0;0;NA;0
ES_101;2;2;16;1;19,7;1;1;1;0;21,0;17,5;0;NA;0
ES_101;2;2;17;1;21,4;1;1;1;0;22,0;19,0;0;NA;0
ES_101;2;2;18;1;20,0;1;1;1;0;23,0;18,5;0;NA;0
ES_101;2;2;19;1;20,7;1;1;1;0;22,5;18,0;0;NA;0
ES_101;2;3;20;1;16,1;1;1;1;0;19,0;16,5;0;NA;0
ES_101;2;3;21;1;22,3;1;1;1;0;21,5;18,0;0;NA;0
ES_101;2;3;22;1;19,9;1;1;1;0;22,0;18,0;0;NA;0
ES_101;2;3;23;1;19,6;1;1;1;0;22,5;18,5;0;NA;0
ES_101;2;3;24;1;14,7;1;2;1;0;19,5;17,0;0;NA;0
ES_101;2;4;25;1;17,2;1;1;1;0;23,0;18,0;0;NA;0
ES_101;2;4;26;1;18,2;1;1;1;0;22,5;17,5;0;NA;0
ES_101;2;4;27;1;19,2;1;1;1;0;21,5;17,5;1;NA;0
ES_101;2;4;28;1;18,8;1;1;1;0;22,0;18,0;0;NA;0
ES_101;2;4;29;1;18,1;1;1;1;0;22,5;17,5;0;NA;0
ES_101;2;4;30;1;17,5;1;1;1;0;20,0;17,0;0;NA;0
ES_101;2;4;31;1;20,3;1;1;1;0;22,5;18,5;0;NA;0
ES_101;2;4;32;1;19,0;1;1;1;0;23,0;18,0;0;NA;0
ES_101;2;4;33;1;18,7;1;1;1;0;22,0;18,0;1;NA;0
ES_101;2;4;34;1;16,5;1;2;1;0;21,5;17,0;0;NA;0
ES_101;2;5;35;1;21,9;1;1;1;0;22,5;18,5;0;NA;0
ES_101;2;5;36;1;20,1;1;1;1;0;23,0;18,5;0;NA;0
ES_101;2;5;37;1;18,1;1;1;1;0;21,5;17,5;0;NA;0
ES_101;2;5;38;1;20,2;1;1;1;0;22,0;19,0;0;NA;0
ES_101;2;5;39;1;20,1;1;1;1;0;21,0;18,5;0;NA;0
ES_101;2;5;40;1;15,7;1;1;1;0;19,0;16,5;0;NA;0
ES_101;2;5;41;1;15,1;1;1;1;0;19,5;17,0;0;NA;0
ES_101;2;6;42;1;18,8;1;1;1;0;22,0;18,0;0;NA;0
ES_101;2;6;43;1;19,8;1;1;1;0;21,5;17,0;0;NA;0
ES_101;2;6;44;1;15,2;1;1;1;0;19,5;17,0;0;NA;0
ES_101;2;6;45;1;14,7;1;1;1;0;23,0;18,5;0;NA;0
ES_101;2;6;46;1;18,9;1;1;1;0;22,0;17,5;0;NA;0
ES_101;2;6;47;1;17,2;1;1;1;0;21,5;18,5;0;NA;0
ES_101;2;7;48;1;20,4;1;1;1;0;22,0;18,0;0;NA;0
ES_101;2;7;49;1;15,8;1;1;1;0;23,0;19,0;1;NA;0
ES_101;2;7;50;1;16,4;1;1;1;0;22,5;19,5;0;NA;0
ES_101;2;7;51;1;16,2;1;1;1;0;23,0;18,5;0;NA;0
ES_101;2;7;52;1;20,6;1;1;1;0;22,0;19,0;0;NA;0
ES_101;2;7;53;1;13,6;1;1;1;0;22,0;17,5;0;NA;0
ES_101;2;7;54;1;18,7;1;1;1;0;20,0;17,0;1;NA;0
ES_101;2;7;55;1;16,4;1;1;1;0;23,0;19,0;0;NA;0
ES_101;2;7;56;1;18,0;1;1;1;0;22,0;18,5;0;NA;0
ES_101;2;8;57;1;25,0;1;1;1;0;22,0;6,0;0;NA;0
ES_101;2;8;58;1;13,5;1;1;1;0;21,8;18,0;0;NA;0
ES_101;2;8;59;1;12,6;1;1;1;0;22,5;19,0;0;NA;0
ES_101;2;8;60;1;18,9;1;1;1;0;23,0;19,5;0;NA;0
ES_101;2;8;61;1;13,8;1;1;1;0;22,5;18,0;0;NA;0
ES_101;2;9;62;1;18,4;1;1;1;0;21,5;18,0;0;NA;0
ES_101;2;9;63;1;16,5;1;1;1;0;23,0;19,0;1;NA;0
ES_101;2;9;64;1;16,4;1;1;1;0;22,0;19,5;0;NA;0
ES_101;2;9;65;1;20,2;1;1;1;0;22,5;18,5;0;NA;0
ES_101;2;9;66;1;20,9;1;1;1;0;23,0;18,0;1;NA;0
ES_101;2;9;67;1;14,2;1;1;1;0;21,5;17,5;1;NA;0
ES_101;2;10;68;1;14,3;1;1;1;0;20,0;17,0;1;NA;0
ES_101;2;10;69;1;19,6;1;1;1;0;22,0;15,0;1;NA;0
ES_101;2;10;70;1;15,9;1;1;1;0;23,0;19,5;0;NA;0
ES_101;2;10;71;1;18,8;1;1;1;0;22,5;19,0;0;NA;0
ES_101;2;10;72;1;15,6;1;2;1;0;20,0;15,0;1;NA;0
ES_101;2;10;73;1;19,6;1;1;1;0;23,0;18,5;0;NA;0
ES_101;3;1;1;1;18,4;1;1;1;0;23,5;19,0;0;NA;0
ES_101;3;1;2;1;15,9;1;1;1;0;22,5;17,5;0;NA;0
ES_101;3;1;3;1;17,2;1;1;1;0;23,0;18,0;0;NA;0
ES_101;3;1;4;1;16,7;1;1;1;0;22,5;19,0;0;NA;0
ES_101;3;1;5;1;22,6;1;1;1;0;22,0;18,0;0;NA;0
ES_101;3;1;6;1;17,7;1;1;1;0;23,0;19,5;0;NA;0
ES_101;3;1;7;1;21,1;1;1;1;0;22,5;18,0;0;NA;0
ES_101;3;1;8;1;17,2;1;1;1;0;23,0;18,5;0;NA;0
ES_101;3;2;9;1;16,0;1;1;1;0;21,5;18,0;0;NA;0
ES_101;3;2;10;1;13,1;1;1;1;0;22,0;19,0;0;NA;0
ES_101;3;2;11;1;16,2;1;1;1;0;23,0;19,0;0;NA;0
ES_101;3;2;12;1;13,9;1;1;1;0;22,0;18,0;0;NA;0
ES_101;3;2;13;1;20,2;1;1;1;0;22,5;18,5;0;NA;0
ES_101;3;2;14;1;11,4;1;1;1;0;22,0;17,0;0;NA;0
ES_101;3;2;15;1;10,3;1;1;1;0;17,3;12,0;1;NA;0
