UA;SU;SUBP;COD_ARV;FUSTE;DAP;SA;QF;PS;AFF;HT;HF;PL;HAB;MB
ES_55;1;8;33;1;10,2;2;3;2;0;8,0;4,5;1;NA;0
ES_55;1;8;34;1;19,7;2;2;2;0;14,0;8,0;1;NA;0
ES_55;1;8;35;1;21,0;3;4;2;0;7,0;7,0;1;NA;0
ES_55;1;9;36;1;14,3;1;2;2;0;12,8;9,0;0;NA;1
ES_55;1;9;37;1;11,6;2;3;3;0;7,0;4,3;1;NA;0
ES_55;1;9;38;1;19,8;1;2;2;0;14,0;6,0;0;NA;1
ES_55;1;9;38;2;22,2;1;2;2;0;14,0;7,5;0;NA;1
ES_55;1;9;38;3;15,6;1;2;2;0;14,0;7,5;0;NA;1
ES_55;1;9;38;4;13,4;1;2;2;0;14,0;7,0;0;NA;1
ES_55;1;9;39;1;17,0;2;1;1;0;13,0;6,0;0;NA;1
ES_55;1;9;40;1;11,9;2;3;2;0;12,0;6,5;0;NA;0
ES_55;1;9;41;1;12,5;2;3;3;0;7,5;5,0;0;NA;1
ES_55;1;9;42;1;40,0;2;2;1;0;16,3;7,5;0;NA;0
ES_55;1;10;43;1;10,5;2;3;3;0;6,4;3,8;1;NA;1
ES_55;2;1;1;1;25,5;2;2;1;0;18,1;14,0;0;NA;1
ES_55;2;1;2;1;24,3;1;2;1;0;16,5;7,5;0;NA;1
ES_55;2;1;3;1;10,9;4;4;3;0;4,0;4,0;1;NA;0
ES_55;2;1;3;2;11,2;4;4;3;0;6,0;6,0;1;NA;0
ES_55;2;1;4;1;17,3;1;2;2;0;12,0;5,5;1;NA;1
ES_55;2;1;5;1;11,4;1;2;2;0;13,0;8,0;0;NA;0
ES_55;2;1;6;1;11,3;1;2;2;0;10,0;6,0;0;NA;0
ES_55;2;1;7;1;17,7;1;2;2;0;12,6;8,0;0;NA;0
ES_55;2;2;8;1;12,7;1;2;2;0;13,2;6,0;1;NA;1
ES_55;2;2;8;2;14,3;1;2;2;0;13,2;9,5;1;NA;1
ES_55;2;2;8;3;11,3;1;2;2;0;13,2;6,0;1;NA;1
ES_55;2;2;8;4;15,3;1;2;2;0;13,2;4,0;1;NA;1
ES_55;2;2;9;1;13,6;2;3;3;0;6,0;4,0;1;NA;0
ES_55;2;2;9;2;13,5;4;4;3;0;4,0;4,0;1;NA;0
ES_55;2;3;10;1;20,1;2;3;2;0;12,4;4,0;1;NA;0
ES_55;2;3;11;1;14,1;2;3;2;0;9,7;5,0;1;NA;0
ES_55;2;3;12;1;14,3;1;2;2;0;8,9;4,5;1;NA;0
ES_55;2;3;13;1;12,8;1;2;2;0;9,5;4,5;1;NA;0
ES_55;2;4;14;1;25,0;1;2;1;0;16,3;11,0;0;NA;1
ES_55;2;4;15;1;10,4;1;2;2;0;9,0;8,2;0;NA;0
ES_55;2;5;16;1;21,5;1;2;2;0;11,2;7,5;0;NA;0
ES_55;2;5;16;2;12,1;1;2;2;0;14,0;8,0;0;NA;0
ES_55;2;5;17;1;10,7;1;2;2;0;12,0;6,5;1;NA;0
ES_55;2;5;18;1;13,2;2;3;2;0;10,0;3,0;1;NA;0
ES_55;2;5;19;1;14,7;3;2;2;0;12,0;6,0;1;NA;0
ES_55;2;5;20;1;14,2;1;2;3;0;7,0;2,3;0;NA;0
ES_55;2;5;21;1;13,8;1;1;2;0;12,0;8,0;0;NA;0
ES_55;2;5;22;1;21,1;1;3;3;0;6,5;1,4;0;NA;0
ES_55;2;6;23;1;21,7;1;2;1;0;18,7;13,6;1;NA;0
ES_55;2;6;24;1;12,8;1;3;2;0;12,0;4,0;1;NA;0
ES_55;2;6;24;2;11,0;1;3;2;0;8,5;4,0;1;NA;0
ES_55;2;6;25;1;12,6;1;2;2;0;12,2;6,0;1;NA;0
ES_55;2;6;26;1;16,5;2;3;2;0;8,7;1,6;0;NA;0
ES_55;2;6;27;1;12,8;2;2;2;0;11,7;6,5;1;NA;0
ES_55;2;6;28;1;29,4;1;2;1;0;17,0;9,5;0;NA;0
ES_55;2;7;29;1;13,9;1;2;2;0;12,0;8,0;1;NA;1
ES_55;2;7;30;1;19,3;1;2;2;0;12,5;6,0;0;NA;0
ES_55;2;7;31;1;30,8;1;2;2;0;13,7;6,5;1;NA;1
ES_55;2;7;32;1;20,8;1;2;2;0;14,2;7,0;0;NA;0
ES_55;2;7;33;1;17,7;1;2;2;0;12,0;6,5;1;NA;1
ES_55;2;7;34;1;10,3;1;2;2;0;12,0;7,0;0;NA;0
ES_55;2;7;35;1;10,3;1;3;3;0;7,3;4,2;0;NA;1
ES_55;2;7;36;1;11,2;1;2;2;0;8,5;4,0;1;NA;0
ES_55;2;8;37;1;19,9;2;2;2;0;14,0;6,0;0;NA;1
ES_55;2;8;37;2;17,8;2;2;2;0;14,0;8,7;0;NA;1
ES_55;2;8;38;1;10,3;1;2;2;0;12,0;7,5;0;NA;1
ES_55;2;8;39;1;14,9;1;2;2;0;12,0;8,5;1;NA;1
ES_55;2;8;40;1;19,6;1;3;2;0;8,5;2,4;1;NA;0
ES_55;2;8;41;1;10,3;1;2;2;0;7,8;3,5;1;NA;0
ES_55;2;8;42;1;16,5;1;2;2;0;10,2;2,8;1;NA;0
ES_55;2;9;43;1;10,6;1;1;2;0;11,5;7,0;1;NA;0
ES_55;2;9;44;1;19,2;1;2;2;0;12,1;6,2;1;NA;0
ES_55;2;9;45;1;13,8;2;2;2;0;8,0;4,6;1;NA;0
ES_55;2;9;45;2;10,8;2;2;3;0;7,1;3,2;1;NA;0
ES_55;2;9;46;1;10,3;1;2;3;0;7,4;4,5;1;NA;0
ES_55;2;9;47;1;11,3;4;3;1;0;9,0;9,0;1;NA;0
ES_55;2;10;48;1;14,1;4;3;2;0;9,0;6,5;1;NA;0
ES_55;2;10;49;1;12,5;2;2;2;0;8,4;3,5;1;NA;1
ES_55;2;10;50;1;11,3;1;2;2;0;7,8;5,5;1;NA;1
ES_55;2;10;51;1;12,0;1;2;2;0;9,3;5,0;1;NA;0
ES_55;2;10;52;1;10,8;1;2;2;0;11,0;8,0;1;NA;1
ES_55;2;10;53;1;13,4;1;2;2;0;13,0;6,0;1;NA;1
ES_55;2;10;54;1;12,4;1;2;2;0;9,0;4,0;1;NA;0
ES_55;2;10;55;1;27,4;4;4;3;0;3,5;3,5;1;NA;0
ES_55;3;2;1;1;17,8;1;2;2;0;15,0;8,0;0;NA;0
ES_55;3;2;2;1;12,7;1;2;2;0;16,1;7,5;0;NA;0
ES_55;3;2;3;1;20,4;2;3;2;0;14,8;6,0;0;NA;0
ES_55;3;2;4;1;10,4;1;2;3;0;7,0;6,0;1;NA;1
ES_55;3;2;5;1;25,6;1;2;2;0;15,1;4,5;0;NA;0
ES_55;3;2;6;1;11,1;1;2;2;0;9,0;5,0;0;NA;0
ES_55;3;3;7;1;23,7;1;2;2;0;13,6;7,5;0;NA;0
ES_55;3;3;8;1;23,8;1;2;2;0;13,7;7,0;0;NA;0
ES_55;3;3;9;1;23,6;2;3;3;0;6,5;4,0;0;NA;0
ES_55;3;3;9;2;10,5;4;4;3;0;5,5;5,5;0;NA;0
ES_55;3;3;10;1;12,5;2;3;3;0;6,5;4,0;0;NA;0
ES_55;3;4;11;1;13,3;1;2;3;0;6,6;4,4;0;NA;1
ES_55;3;4;12;1;24,2;1;2;2;0;12,8;6,7;0;NA;1
ES_55;3;5;13;1;16,1;1;3;2;0;8,3;6,8;1;NA;0
ES_55;3;5;13;2;31,3;2;2;2;0;14,7;4,2;1;NA;0
ES_55;3;5;14;1;16,4;2;3;2;0;8,3;5,5;0;NA;0
ES_55;3;6;15;1;13,8;1;3;2;0;13,0;9,5;0;NA;0
ES_55;3;6;15;2;19,1;1;3;2;0;14,6;9,5;0;NA;0
ES_55;3;6;15;3;15,6;2;2;2;0;7,0;7,0;0;NA;0
ES_55;3;6;16;1;23,9;1;2;2;0;9,5;4,0;0;NA;0
ES_55;3;6;16;2;10,9;1;2;2;0;8,3;3,7;0;NA;0
ES_55;3;6;17;1;13,2;1;2;2;0;11,7;3,8;0;NA;0
ES_55;3;6;17;2;10,6;1;3;2;0;10,5;6,0;0;NA;0
ES_55;3;6;18;1;27,4;2;3;2;0;12,1;5,3;1;NA;0
ES_55;3;6;19;1;11,0;1;2;2;0;10,2;6,0;1;NA;0
ES_55;3;7;20;1;17,8;1;2;2;0;14,6;7,7;1;NA;1
ES_55;3;7;21;1;10,3;1;3;3;0;6,5;4,0;1;NA;1
ES_55;3;10;22;1;20,5;2;2;2;0;8,7;3,0;1;NA;0
ES_55;3;10;22;2;20,2;2;2;2;0;8,8;4,5;1;NA;0
ES_55;3;10;23;1;14,9;1;2;2;0;10,5;6,7;0;NA;1
ES_55;4;1;1;1;15,3;1;2;2;0;11,3;4,7;0;NA;0
ES_55;4;1;2;1;24,2;1;3;2;0;13,1;4,0;0;NA;0
ES_55;4;1;3;1;18,2;1;2;2;0;11,0;8,0;1;NA;0
ES_55;4;1;3;2;12,3;1;2;2;0;11,0;8,0;1;NA;0
ES_55;4;1;3;3;11,3;1;2;2;0;9,0;7,0;1;NA;0
ES_55;4;1;4;1;10,7;1;2;2;0;8,5;6,0;1;NA;0
ES_55;4;2;5;1;12,5;1;2;2;0;10,0;4,0;1;NA;0
ES_55;4;2;6;1;11,2;1;2;2;0;10,0;7,0;0;NA;1
ES_55;4;2;7;1;13,2;1;2;2;0;10,4;7,0;1;NA;0
ES_55;4;2;8;1;15,9;1;2;2;0;11,0;6,0;0;NA;0
ES_55;4;2;9;1;32,0;1;2;1;0;18,4;13,2;1;NA;0
ES_55;4;2;10;1;12,0;1;2;2;0;12,0;7,2;0;NA;1
ES_55;4;3;11;1;10,1;1;2;3;0;6,5;4,0;1;NA;1
ES_55;4;3;12;1;17,7;1;2;2;0;10,1;4,0;1;NA;1
ES_55;4;3;13;1;13,0;2;2;2;0;11,0;9,0;0;NA;0
ES_55;4;3;13;2;12,9;2;2;2;0;11,2;9,0;0;NA;0
ES_55;4;3;14;1;23,3;2;2;2;0;17,6;10,0;0;NA;0
ES_55;4;3;15;1;22,8;2;1;2;0;14,0;12,5;0;NA;0
ES_55;4;4;16;1;30,0;2;2;1;0;15,7;11,6;1;NA;0
ES_55;4;4;16;2;21,4;1;2;2;0;14,0;8,0;1;NA;0
ES_55;4;4;16;3;15,7;4;4;3;0;6,0;6,0;1;NA;0
ES_55;4;4;16;4;24,5;1;2;2;0;15,1;8,0;1;NA;0
ES_55;4;4;16;5;22,4;4;4;3;0;6,0;6,0;1;NA;0
ES_55;4;4;17;1;27,0;1;2;1;0;21,6;14,0;1;NA;0
ES_55;4;4;17;2;18,9;4;4;3;0;6,5;6,5;1;NA;0
ES_55;4;4;17;3;25,0;2;4;2;0;12,0;12,0;1;NA;0
ES_55;4;4;18;1;22,8;2;2;2;0;14,1;10,0;0;NA;0
ES_55;4;4;18;2;14,0;3;4;3;0;6,5;6,5;0;NA;0
ES_55;4;4;18;3;22,5;4;4;3;0;6,0;6,0;0;NA;0
ES_55;4;4;19;1;11,6;1;2;2;0;12,3;10,0;0;NA;0
ES_55;4;4;20;1;11,8;2;2;2;0;8,0;6,5;0;NA;0
ES_55;4;4;21;1;10,4;1;2;2;1;10,4;7,0;1;NA;0
ES_55;4;4;22;1;23,7;2;2;1;0;16,0;10,0;0;NA;0
ES_55;4;4;22;2;16,0;2;2;2;0;12,6;10,0;0;NA;0
ES_55;4;4;23;1;12,8;1;2;2;0;10,0;7,5;1;NA;0
ES_55;4;4;24;1;12,7;1;2;2;0;11,0;8,0;0;NA;1
ES_55;4;4;25;1;12,2;2;2;2;0;8,3;6,0;0;NA;0
ES_55;4;5;26;1;12,0;1;2;2;0;10,0;7,0;0;NA;1
ES_55;4;5;27;1;14,6;1;2;2;0;13,0;9,0;0;NA;1
ES_55;4;5;28;1;10,2;1;2;2;0;9,5;4,0;0;NA;1
ES_55;4;5;29;1;17,2;1;2;2;0;14,8;10,0;0;NA;0
ES_55;4;5;30;1;15,3;1;1;2;0;16,8;9,5;1;NA;1
ES_55;4;5;31;1;12,3;1;1;2;0;13,0;10,0;1;NA;1
ES_55;4;5;32;1;34,5;1;2;1;0;20,2;15,2;1;NA;0
ES_55;4;5;32;2;31,1;1;2;1;0;17,0;14,0;1;NA;0
ES_55;4;5;32;3;24,9;2;3;3;0;6,5;6,5;1;NA;0
ES_55;4;5;33;1;17,3;1;2;2;0;14,0;10,0;0;NA;0
ES_55;4;5;34;1;11,2;2;2;2;0;10,0;8,5;1;NA;0
ES_55;4;6;35;1;30,3;1;2;1;0;19,5;8,0;1;NA;0
ES_55;4;6;35;2;22,8;2;2;2;0;10,0;10,0;1;NA;0
ES_55;4;6;35;3;27,4;2;2;1;0;17,7;7,0;1;NA;0
ES_55;4;6;36;1;17,9;1;2;1;0;19,5;9,5;0;NA;1
ES_55;4;6;37;1;15,5;1;2;2;0;14,3;12,0;0;NA;1
ES_55;4;6;38;1;11,2;1;2;2;0;12,6;8,3;1;NA;1
ES_55;4;6;38;2;10,7;1;2;2;0;13,0;9,0;1;NA;1
ES_55;4;6;39;1;10,2;1;2;2;0;10,0;6,0;1;NA;0
ES_55;4;7;40;1;23,4;1;2;2;0;19,7;14,0;1;NA;0
ES_55;4;7;40;2;20,9;2;2;2;0;10,0;8,0;1;NA;0
ES_55;4;7;41;1;14,4;3;2;2;0;10,0;7,5;0;NA;0
ES_55;4;8;42;1;28,5;1;2;1;0;17,8;8,5;1;NA;0
ES_55;4;8;42;2;35,0;1;2;1;0;18,5;9,0;1;NA;0
ES_55;4;8;42;3;31,1;1;2;1;0;19,5;8,5;1;NA;0
ES_55;4;8;43;1;10,4;1;2;2;0;8,5;6,5;1;NA;0
ES_55;4;8;44;1;14,8;1;2;2;0;12,0;9,0;0;NA;0
ES_55;4;8;45;1;10,5;1;2;2;0;8,5;5,5;1;NA;0
ES_56;1;5;1;1;10,3;1;2;2;0;7,5;2,0;0;NA;1
ES_56;1;5;1;2;10,9;1;2;2;0;7,5;5,0;0;NA;1
ES_56;1;5;1;3;11,6;1;2;2;0;7,0;2,0;0;NA;1
ES_56;1;5;2;1;16,5;1;3;3;0;5,5;1,8;0;NA;0
ES_56;1;5;3;1;11,3;1;2;2;0;7,0;1,9;1;NA;1
ES_56;1;5;4;1;11,8;1;2;3;0;5,5;3,0;1;NA;0
ES_56;1;6;5;1;21,3;2;4;2;0;7,5;5,0;0;NA;0
ES_56;1;6;6;1;10,5;2;3;3;0;4,0;1,5;0;NA;0
ES_56;1;7;7;1;13,2;2;2;2;0;7,5;3,5;1;NA;0
ES_56;1;7;8;1;12,5;2;2;2;0;7,0;3,5;1;NA;0
ES_56;1;8;9;1;10,8;2;2;2;0;6,5;5,0;1;NA;0
ES_56;1;8;10;1;10,8;1;2;2;0;7,0;4,5;1;NA;0
ES_56;1;9;11;1;14,2;3;3;1;0;7,7;5,0;1;NA;0
ES_56;1;9;12;1;13,7;2;2;1;0;9,5;6,5;1;NA;0
ES_56;1;9;13;1;14,0;2;2;1;0;9,5;6,0;1;NA;0
ES_56;1;10;14;1;11,6;2;2;3;0;5,0;3,5;1;NA;0
ES_56;1;10;15;1;11,6;2;3;3;0;6,0;4,0;1;NA;0
ES_57;1;3;1;1;20,8;1;1;1;0;17,0;9,0;0;NA;0
ES_57;1;3;2;1;16,0;1;1;1;0;15,0;8,0;0;NA;0
ES_57;1;3;3;1;32,9;1;1;1;0;18,0;13,0;0;NA;0
ES_57;1;3;4;1;26,1;1;1;1;0;15,0;11,0;0;NA;0
ES_57;1;3;5;1;10,1;1;1;3;0;8,0;4,5;0;NA;0
ES_57;1;4;6;1;20,4;1;1;1;0;16,0;12,0;0;NA;0
ES_57;1;4;7;1;18,0;1;2;2;0;10,5;6,0;0;NA;0
ES_57;1;5;8;1;18,8;1;1;2;0;12,0;8,0;0;NA;0
ES_57;1;5;9;1;10,0;1;2;3;0;8,0;4,5;0;NA;0
ES_57;1;5;10;1;11,6;1;2;2;0;10,5;7,5;0;NA;0
ES_57;1;6;11;1;10,3;1;2;3;0;7,5;5,5;0;NA;0
ES_57;1;6;12;1;10,2;1;2;3;0;8,0;5,0;0;NA;0
ES_57;1;6;12;2;10,1;1;2;3;0;8,5;4,5;0;NA;0
ES_57;1;6;13;1;10,3;1;2;3;0;7,5;5,0;0;NA;0
ES_57;1;6;14;1;12,0;1;2;3;0;9,0;5,0;0;NA;0
ES_57;1;7;15;1;13,4;1;1;3;0;8,5;6,0;0;NA;0
ES_57;1;7;15;2;13,1;1;2;3;0;8,5;6,0;0;NA;0
ES_57;1;7;16;1;12,8;1;2;3;0;7,5;6,5;0;NA;0
ES_57;1;7;17;1;15,8;1;2;2;0;11,0;8,0;0;NA;0
ES_57;1;7;18;1;11,9;1;2;2;0;10,0;5,5;0;NA;0
ES_57;1;7;19;1;10,3;1;2;3;0;8,0;5,5;0;NA;0
ES_57;1;8;20;1;10,3;1;2;3;0;8,0;5,0;0;NA;0
ES_57;1;8;21;1;15,3;1;1;2;0;10,0;6,0;0;NA;0
ES_57;1;8;22;1;13,2;1;1;2;0;10,0;7,0;0;NA;0
ES_57;1;8;22;2;12,3;1;1;3;0;9,0;6,0;0;NA;0
ES_57;1;8;23;1;10,3;1;1;3;0;8,5;6,0;0;NA;0
ES_57;1;8;24;1;12,3;1;1;2;0;10,5;6,0;0;NA;0
ES_57;1;9;25;1;11,2;1;2;2;0;10,5;6,5;0;NA;0
ES_57;1;9;26;1;10,8;1;2;2;0;10,0;7,0;0;NA;0
ES_57;1;9;27;1;10,9;1;2;3;0;9,5;6,0;0;NA;0
ES_57;1;9;28;1;13,0;1;1;2;0;11,0;7,5;0;NA;0
ES_57;1;9;29;1;11,9;1;1;2;0;11,5;8,0;0;NA;0
ES_57;1;9;30;1;15,1;1;1;2;0;12,5;9,0;0;NA;0
ES_57;1;9;30;2;10,9;1;1;2;0;11,0;9,0;0;NA;0
ES_57;1;10;31;1;13,3;1;2;2;0;12,0;9,5;1;NA;0
ES_57;1;10;31;2;13,3;1;1;2;0;11,0;9,5;1;NA;0
ES_57;1;10;32;1;10,0;1;2;3;0;9,5;8,0;0;NA;0
ES_57;1;10;32;2;11,9;1;2;2;0;10,0;8,0;0;NA;0
ES_57;1;10;33;1;13,1;1;2;2;0;11,0;6,5;0;NA;0
ES_57;2;1;1;1;24,9;1;1;1;0;17,5;12,0;0;NA;0
ES_57;2;1;2;1;14,1;1;2;2;0;11,5;8,0;1;NA;0
ES_57;2;1;3;1;18,2;1;1;1;0;16,0;11,0;1;NA;0
ES_57;2;1;4;1;20,0;1;1;1;0;15,5;10,0;1;NA;0
ES_57;2;2;5;1;17,8;1;1;1;0;16,0;10,0;0;NA;0
ES_57;2;2;6;1;20,9;1;2;2;0;13,5;8,0;0;NA;0
ES_57;2;2;7;1;25,2;1;1;1;0;16,5;10,0;0;NA;0
ES_57;2;2;8;1;10,4;1;2;3;0;8,5;6,0;0;NA;0
ES_57;2;2;8;2;14,0;1;1;3;0;9,5;5,0;0;NA;0
ES_57;2;2;9;1;18,3;1;1;1;0;15,0;11,0;0;NA;0
ES_57;2;2;10;1;19,0;1;2;1;0;14,5;10,0;0;NA;0
ES_57;2;2;11;1;14,8;1;2;2;0;13,0;6,0;0;NA;0
ES_57;2;2;12;1;13,7;1;2;2;0;12,5;9,0;0;NA;0
ES_57;2;2;13;1;13,5;1;2;2;0;12,5;8,0;0;NA;0
ES_57;2;3;14;1;12,1;1;3;2;0;11,0;7,5;0;NA;0
ES_57;2;3;15;1;10,3;1;3;2;0;11,0;5,0;0;NA;0
ES_57;2;3;16;1;17,7;1;2;1;0;15,5;10,0;1;NA;0
ES_57;2;3;17;1;19,2;1;1;1;0;16,0;9,0;1;NA;0
ES_57;2;3;18;1;15,1;1;2;2;0;14,5;10,0;1;NA;0
ES_57;2;3;19;1;17,4;1;2;1;0;15,0;10,0;0;NA;0
ES_57;2;3;20;1;14,0;1;2;2;0;12,0;6,0;0;NA;0
ES_57;2;3;21;1;17,3;1;2;2;0;13,0;9,0;0;NA;0
ES_57;2;3;22;1;10,7;1;2;2;0;15,0;11,5;0;NA;0
ES_57;2;3;23;1;18,8;1;2;1;0;20,0;15,0;1;NA;0
ES_57;2;3;24;1;14,2;1;2;1;0;19,0;14,0;1;NA;0
ES_57;2;3;25;1;17,9;1;1;1;0;18,0;11,0;0;NA;0
ES_57;2;4;26;1;13,1;1;1;2;0;13,0;10,0;0;NA;0
ES_57;2;4;27;1;13,5;1;1;2;0;16,0;13,0;1;NA;0
ES_57;2;4;28;1;15,4;1;1;1;0;17,0;13,0;1;NA;0
ES_57;2;4;29;1;22,5;1;2;1;0;23,0;18,0;0;NA;0
ES_57;2;4;30;1;11,0;1;2;1;0;16,0;13,0;0;NA;0
ES_57;2;4;31;1;24,2;2;2;1;0;19,0;15,0;0;NA;0
ES_57;2;4;32;1;13,2;1;2;2;0;12,0;10,0;0;NA;0
ES_57;2;4;33;1;11,5;1;2;2;0;13,0;10,0;1;NA;0
ES_57;2;4;34;1;19,0;1;2;1;0;19,5;16,0;0;NA;0
ES_57;2;5;35;1;20,8;1;2;1;0;22,0;16,0;0;NA;0
ES_57;2;5;36;1;12,5;1;1;2;0;14,0;10,0;0;NA;0
ES_57;2;5;37;1;15,7;1;1;1;0;17,0;14,0;0;NA;0
ES_57;2;5;38;1;16,8;1;1;1;0;18,0;15,0;0;NA;0
ES_57;2;5;39;1;17,2;1;2;1;0;19,0;13,0;0;NA;0
ES_57;2;5;40;1;17,0;1;1;1;0;16,0;12,0;0;NA;0
ES_57;2;5;41;1;17,1;1;1;1;0;17,0;13,0;0;NA;0
ES_57;2;5;42;1;18,3;1;1;1;0;21,0;16,0;0;NA;0
ES_57;2;6;43;1;12,4;1;1;1;0;16,0;13,0;1;NA;0
ES_57;2;6;44;1;17,3;1;1;1;0;21,0;16,0;1;NA;0
ES_57;2;6;45;1;19,4;1;1;1;0;20,0;17,0;0;NA;0
ES_57;2;6;46;1;14,2;1;1;1;0;18,0;11,0;0;NA;0
ES_57;2;6;47;1;16,9;1;1;1;0;19,0;16,0;0;NA;0
ES_57;2;6;48;1;15,3;1;1;1;0;18,0;15,0;0;NA;0
ES_57;2;6;49;1;11,8;1;1;1;0;16,0;8,0;0;NA;0
ES_57;2;6;49;2;16,0;1;1;1;0;17,0;13,0;0;NA;0
ES_57;2;6;50;1;15,7;1;1;1;0;18,0;16,0;0;NA;0
ES_57;2;6;51;1;20,5;1;1;1;0;21,0;16,0;0;NA;0
ES_57;2;7;52;1;17,1;1;1;1;0;19,0;15,0;0;NA;0
ES_57;2;7;53;1;11,1;1;1;1;0;16,0;8,0;0;NA;0
ES_57;2;7;54;1;14,3;1;1;1;0;17,0;13,0;0;NA;0
ES_57;2;7;55;1;12,8;1;1;1;0;16,0;13,0;0;NA;0
ES_57;2;7;55;2;10,3;1;1;2;0;14,0;10,0;0;NA;0
ES_57;2;7;56;1;15,7;1;1;1;0;16,0;12,0;0;NA;0
ES_57;2;7;57;1;16,8;1;1;1;0;17,0;14,0;1;NA;0
ES_57;2;7;58;1;14,2;1;1;1;0;17,0;15,0;1;NA;0
ES_57;2;7;59;1;10,2;1;1;2;0;13,0;9,0;0;NA;0
ES_57;2;7;60;1;20,1;1;1;1;0;22,0;17,0;0;NA;0
ES_57;2;7;61;1;25,4;1;1;1;0;24,0;16,0;0;NA;0
ES_57;2;8;62;1;20,0;1;1;1;0;19,0;16,0;0;NA;0
ES_57;2;8;63;1;21,0;1;1;1;0;21,0;17,0;0;NA;0
ES_57;2;8;64;1;16,7;1;1;1;0;22,0;16,0;0;NA;0
ES_57;2;8;65;1;21,9;1;1;1;0;24,0;17,0;0;NA;0
ES_57;2;8;66;1;19,8;1;1;1;0;22,0;16,0;0;NA;0
ES_57;2;8;66;2;12,8;1;1;1;0;17,0;14,0;0;NA;0
ES_57;2;8;67;1;14,2;1;1;1;0;20,0;15,0;0;NA;0
ES_57;2;9;68;1;17,8;1;1;1;0;22,0;18,0;0;NA;0
ES_57;2;9;69;1;15,8;1;1;1;0;19,0;16,0;0;NA;0
ES_57;2;9;70;1;20,5;1;1;1;0;18,0;15,0;0;NA;0
ES_57;2;9;71;1;14,4;1;1;1;0;16,0;13,0;0;NA;0
ES_57;2;9;72;1;13,8;1;1;1;0;15,0;12,0;0;NA;0
ES_57;2;9;73;1;13,2;1;1;1;0;17,0;14,0;0;NA;0
ES_57;2;9;74;1;18,1;1;1;1;0;20,0;16,0;0;NA;0
ES_57;2;9;75;1;17,0;1;1;1;0;19,0;15,0;0;NA;0
ES_57;2;9;76;1;17,5;1;1;1;0;21,0;16,0;0;NA;0
ES_57;2;9;77;1;13,2;1;1;1;0;16,0;13,0;0;NA;0
ES_57;2;10;78;1;15,4;1;1;1;0;17,0;12,0;0;NA;0
ES_57;2;10;79;1;17,9;1;1;1;0;16,0;13,0;1;NA;0
ES_57;2;10;80;1;17,1;1;1;1;0;16,0;12,0;1;NA;0
ES_57;2;10;81;1;16,2;1;1;1;0;17,0;13,0;1;NA;0
ES_57;2;10;82;1;17,7;1;1;1;0;17,0;14,0;0;NA;0
ES_57;2;10;83;1;17,9;1;1;1;0;19,0;14,0;0;NA;0
ES_57;2;10;84;1;12,9;1;1;1;0;15,5;13,0;0;NA;0
ES_57;2;10;85;1;11,8;1;1;2;0;12,0;8,0;0;NA;0
ES_58;4;1;1;1;22,0;2;2;1;0;14,2;7,1;1;NA;0
ES_58;4;1;2;1;10,5;2;4;3;0;8,5;7,5;1;NA;0
ES_58;4;1;3;1;14,3;1;3;2;0;12,3;6,9;1;NA;1
ES_58;4;1;4;1;13,9;4;4;3;0;4,0;4,0;1;NA;0
ES_58;4;1;5;1;28,5;2;2;1;0;14,5;6,0;1;NA;0
ES_58;4;2;6;1;21,0;1;2;1;0;13,5;8,5;1;NA;0
ES_58;4;2;7;1;25,9;2;3;3;0;12,0;4,0;1;NA;1
ES_58;4;2;8;1;17,6;2;2;3;0;9,5;6,0;1;NA;1
ES_58;4;2;9;1;23,2;4;4;3;0;7,0;7,0;1;NA;0
ES_58;4;2;10;1;24,0;2;2;1;0;13,0;8,0;1;NA;0
ES_58;4;2;11;1;11,7;1;3;2;0;11,1;7,6;1;NA;0
ES_58;4;2;12;1;15,9;1;2;2;0;12,5;8,0;1;NA;0
ES_58;4;2;13;1;16,2;2;4;2;0;11,5;7,0;1;NA;0
ES_58;4;2;14;1;15,8;1;2;1;0;14,5;10,5;1;NA;0
ES_58;4;2;15;1;16,2;2;3;2;0;12,5;10,0;1;NA;0
ES_58;4;3;16;1;14,0;1;2;1;0;14,0;10,0;1;NA;0
ES_58;4;3;17;1;18,5;1;2;1;0;17,5;13,0;1;NA;0
ES_58;4;3;18;1;28,2;1;2;2;0;11,5;8,5;0;NA;0
ES_58;4;3;19;1;12,5;1;2;2;0;12,5;10,0;0;NA;0
ES_58;4;3;20;1;11,5;1;2;3;0;4,5;3,0;0;NA;0
ES_58;4;3;21;1;11,5;1;2;3;0;4,5;3,0;0;NA;0
ES_58;4;3;22;1;20,8;2;3;1;0;14,0;8,0;1;NA;0
ES_58;4;4;23;1;29,6;1;2;2;0;12,0;8,5;1;NA;0
ES_58;4;4;24;1;12,1;1;2;3;0;6,0;3,0;0;NA;0
ES_58;4;4;25;1;21,5;2;2;1;0;14,5;9,0;1;NA;0
ES_58;4;4;26;1;13,3;1;2;3;0;7,5;6,5;1;NA;1
ES_58;4;4;27;1;16,0;2;2;3;0;8,5;5,0;1;NA;0
ES_58;4;5;28;1;15,0;1;2;2;0;12,5;7,0;1;NA;1
ES_58;4;5;29;1;11,0;4;4;3;0;9,5;5,5;0;NA;0
ES_58;4;5;30;1;26,7;2;2;1;0;13,5;10,0;1;NA;0
